668.98865,58.0024
604.00635,70.99834
660.9983,58.00063
691.9976,84.004776
668.9797,66.00695
393.99673,34.993103
606.00055,106.99662
743.0065,172.99434
135.00081,515.99457
685.99976,67.005844
505.98184,353.00568
655.99854,81.998566
401.9955,34.988953
659.9984,66.01662
622.99335,34.989655
71.00449,518.99634
141.00163,511.98917
702.9956,84.99681
622.9817,70.994225
347.98624,461.99258
511.01968,162.33333
301.9915,3.9906816
685.9974,58.986984
613.99347,106.011185
102.99011,508.0037
102.020676,522.9931
272.4636,277.32468
764.9838,50.997597
276.1487,221.80544
422.99857,177.00224
298.9172,198.88242
272.12848,228.98344
659.57227,297.30038
715.00275,63.964638
677.9874,59.004288
676.9772,67.02222
326.99854,459.0091
261.06625,266.7876
304.99713,64.00528
156.98514,504.9974
618.014,61.992016
613.006,35.98821
202.01425,70.002235
528.8751,184.33414
333.00626,452.00125
612.9909,74.00957
446.01352,190.00974
345.006,452.9879
277.98947,15.999523
499.18808,193.76309
502.9928,375.99783
592.0013,68.010994
747.0105,160.00555
82.00314,28.011963
84.01002,53.027504
-----  end of a time stamp ----
668.98914,57.996086
604.0037,70.99571
661.0028,57.996056
691.9907,83.99601
668.9871,66.01523
393.99747,34.989235
605.9909,106.99866
743.0002,173.00525
135.00252,515.97394
686.00134,67.004105
505.99176,352.9898
656.00146,81.991135
401.99646,34.990944
659.9964,66.02522
622.9812,34.984867
71.00338,518.9854
141.00192,511.97537
702.9747,85.009254
622.9876,70.99579
347.97116,461.9893
509.3217,163.48888
301.99738,3.9966934
686.00366,58.999386
613.9858,106.01305
102.98735,507.9904
102.01671,522.9793
279.07532,276.62097
764.9896,51.002457
283.16995,222.03636
423.0038,177.01544
298.90976,198.8659
279.16104,229.3401
651.1879,301.64365
715.02606,63.96834
677.99146,59.008343
676.9887,67.010414
327.03058,459.00342
267.20218,266.73065
304.99454,64.02604
156.96974,504.9871
618.01013,61.99879
613.0074,35.985085
201.99615,69.99008
527.41345,184.78369
333.04364,451.9966
613.0084,74.00698
446.02652,190.00244
344.9996,452.99005
277.9859,15.993813
497.6138,194.91597
502.98227,375.9699
591.999,67.99829
746.9883,159.99654
82.0087,28.016024
84.00579,53.00072
-----  end of a time stamp ----
668.9846,57.997803
603.9993,70.99271
661.00836,57.993725
691.9871,83.99886
668.9892,66.00336
394.01102,34.99763
605.98846,106.98473
743.00415,172.99925
135.00157,515.97565
685.99615,67.010376
506.00397,352.9993
655.9845,81.9972
402.00827,35.005993
660.0025,66.02146
622.98566,34.98964
71.009514,518.98254
140.99673,511.9776
702.973,85.01934
622.97766,70.98362
347.9776,461.99088
505.25565,164.16994
302.00296,4.000314
685.999,59.00234
613.9871,106.01109
102.98327,507.9773
102.000465,522.9888
290.3489,281.66956
764.9865,50.999302
297.2263,219.17195
423.00208,177.01291
298.9609,198.9467
293.28604,225.91576
715.01355,63.96513
677.99097,59.006565
676.9897,67.00287
327.0173,459.0082
283.46146,262.4261
305.00452,64.02195
156.9764,504.97467
618.0149,62.003494
613.0021,35.98974
201.99507,69.993996
522.89886,186.64168
333.0268,452.0006
613.0046,74.00517
446.0328,190.00848
344.99243,452.98798
277.9903,15.996283
495.5048,202.6443
502.9831,375.97333
591.99713,67.9989
747.00104,160.00589
81.993614,28.017107
83.99118,53.012764
-----  end of a time stamp ----
668.9813,57.996143
